time,BF_object_A,lat_A,long_A,BF_object_B,lat_B,long_B,BF_object_C,lat_C,long_C,A-B,B-A,B-C,C-B,A-C,C-A
+2026-02-05T22:44:28Z,T-62,35.1,129.07188060000001,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:29Z,T-62,35.1,129.0719684,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:30Z,T-62,35.1,129.0720562,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:31Z,T-62,35.1,129.072144,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:32Z,T-62,35.1,129.0722318,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:33Z,T-62,35.1,129.07231960000001,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:34Z,T-62,35.1,129.0724074,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:35Z,T-62,35.1,129.0724952,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:36Z,T-62,35.1,129.072583,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:37Z,T-62,35.1,129.0726708,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:38Z,T-62,35.1,129.07275860000001,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:39Z,T-62,35.1,129.0728464,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:40Z,T-62,35.1,129.0729342,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:41Z,T-62,35.1,129.073022,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:42Z,T-62,35.1,129.0731098,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:43Z,T-62,35.1,129.07319760000001,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:44Z,T-62,35.1,129.0732854,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:45Z,T-62,35.1,129.0733732,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:46Z,T-62,35.1,129.073461,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:47Z,T-62,35.1,129.0735488,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:48Z,T-62,35.1,129.07363660000001,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:49Z,T-62,35.1,129.0737244,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:50Z,T-62,35.1,129.0738122,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
+2026-02-05T22:44:51Z,T-62,35.1,129.0739,T-72,35.1000541,129.066876,BTR-80,35.1001082,129.066876,in front of,in back of,collision with,collision with,in front of,in back of
